time,latitude,longitude,depth_km,mag,event_id,r_km
2023-02-27 05:27:01+00:00,56.9076666667,-158.0535,2.42,0.82,av91091533,9.475980673610842
2023-02-27 05:57:15+00:00,56.8728333333,-158.1975,3.74,0.13,av91775466,3.7374188782672637
2023-02-27 08:17:48+00:00,56.9046666667,-158.0795,2.33,0.94,av91775586,7.8909994973605
2023-02-27 08:34:38+00:00,56.8896666667,-158.1516666667,5.39,0.91,av91091543,3.928675289717472
2023-02-27 09:01:29+00:00,56.9115,-158.045,1.15,0.26,av91775641,10.011185986186122
2023-02-27 12:21:45+00:00,56.8688333333,-158.1393333333,6.5,-0.82,av91775846,5.914327821842778
2023-02-27 12:35:33+00:00,56.9155,-158.0746666667,3.94,0.48,av91091548,8.254266102065731
2023-02-27 12:53:31+00:00,56.8458333333,-158.2011666667,2.1,0.44,av91775881,6.694806823012457
2023-02-27 13:58:32+00:00,56.9171666667,-158.0595,3.75,0.51,av91775956,9.19454290637264
2023-02-27 15:16:58+00:00,56.8723333333,-158.195,2.37,0.91,av91776016,3.8232262185576196
2023-02-27 15:18:12+00:00,56.887,-158.1611666667,6.62,-0.25,av91776021,3.5888923006559326
2023-02-27 19:20:59+00:00,56.8695,-158.2258333333,2.92,-0.06,av91776246,4.170485535220578
2023-02-27 20:37:05+00:00,56.8636666667,-158.2013333333,2.17,1.13,av91091563,4.715095144221974
2023-02-27 21:00:41+00:00,56.9088333333,-158.0688333333,-3.17,1.03,av91091573,8.546076017786234
2023-02-27 22:33:26+00:00,56.8691666667,-158.2168333333,4.12,0.28,av91776361,4.10725863829005
2023-02-27 22:59:39+00:00,56.8581666667,-158.1293333333,4.73,-0.24,av91776371,7.191998732120556
2023-02-27 23:27:29+00:00,56.9066666667,-158.0686666667,2.87,0.32,av91091578,8.550343939453812
2023-02-28 00:27:26+00:00,56.8791666667,-158.1048333333,2.23,-0.89,av91090753,7.007274660292941
2023-02-28 01:53:21+00:00,56.8915,-158.0378333333,2.26,0.25,av91091583,10.55128811547893
2023-02-28 02:09:45+00:00,56.8703333333,-158.199,4.7,0.77,av91091593,3.996252690008786
2023-02-28 02:39:11+00:00,56.9148333333,-158.0475,3.25,0.37,av91091603,9.889595846219459
2023-02-28 03:19:27+00:00,56.9473333333,-158.1456666667,8.29,0.27,av91091613,6.0219540607678015
2023-02-28 03:29:15+00:00,56.9106666667,-158.0175,-3.18,2.43,av91776541,11.67908033094865
2023-02-28 03:31:00+00:00,56.903,-158.0725,1.71,0.63,av91090828,8.322504114147504
2023-02-28 03:40:27+00:00,56.9091666667,-158.0643333333,-2.05,0.36,av91776551,8.821482955325976
2023-02-28 05:04:06+00:00,56.8875,-158.1368333333,5.23,0.99,av91091628,4.8470767498777505
2023-02-28 06:26:47+00:00,56.8763333333,-158.1516666667,1.9,1.38,av91091638,4.793577639245122
2023-02-28 08:20:56+00:00,56.9118333333,-158.0361666667,-1.6,2.55,av91091643,10.55054552141657
2023-02-28 11:40:43+00:00,56.9166666667,-158.049,3.53,1.44,av91091498,9.821518256326026
2023-02-28 11:42:47+00:00,56.9043333333,-158.0683333333,2.11,0.68,av91777026,8.571930875493127
2023-02-28 11:43:39+00:00,56.904,-158.0561666667,1.14,1.12,av91091503,9.313849588847757
2023-02-28 12:28:27+00:00,56.9045,-158.0696666667,1.16,1.2,av91777056,8.49035437323869
2023-02-28 12:42:56+00:00,56.8665,-158.2296666667,1.86,0.05,av91777071,4.554077915865295
2023-02-28 13:29:08+00:00,56.8773333333,-158.1721666667,5.07,-0.19,av91777106,3.884407721292956
2023-02-28 13:43:11+00:00,56.895,-158.0486666667,1.64,0.87,av91091653,9.843566158412795
2023-02-28 14:03:22+00:00,56.9143333333,-158.0445,3.12,0.28,av91091658,10.066077768911276
2023-02-28 14:03:37+00:00,56.9138333333,-158.0681666667,3.4,0.28,av91091663,8.6259526509254
2023-02-28 19:40:10+00:00,56.8833333333,-158.1598333333,2.73,1.77,av91777276,3.9035485571471007
2023-02-28 20:04:18+00:00,56.9038333333,-158.066,-3.11,1.76,av91777291,8.71534761468434
2023-02-28 20:20:37+00:00,56.9133333333,-158.035,2.37,1.05,av91091693,10.633137279171187
2023-02-28 20:35:21+00:00,56.9158333333,-158.0298333333,2.05,1.01,av91091703,10.971418268961727
2023-02-28 20:37:26+00:00,56.9091666667,-158.0735,4.01,0.26,av91091708,8.263561884765892
2023-02-28 21:16:28+00:00,56.8866666667,-158.1813333333,3.35,2.39,av91091713,2.7170576511052427
2023-02-28 22:00:09+00:00,56.9001666667,-158.1916666667,5.54,0.4,av91091723,1.228383239999168
