time,latitude,longitude,depth_km,mag,event_id,r_km
2023-03-03 16:28:13.130000+00:00,56.869,-158.198,-2.82,1.24,av91091813,4.152461525164399
2023-03-03 17:39:45.780000+00:00,56.9051666666667,-158.0575,2.28,0.89,av91091818,9.230581877283829
2023-03-03 18:39:24.570000+00:00,56.9018333333333,-158.1175,1.34,0.75,av91091823,5.592464122370871
2023-03-03 20:30:32.770000+00:00,56.9111666666667,-158.046166666667,3.5,0.95,av91091833,9.937998416374656
2023-03-03 21:23:26.590000+00:00,56.9088333333333,-158.067166666667,2.56,0.62,av91091843,8.64753618434347
2023-03-03 22:05:22.570000+00:00,56.9145,-158.074833333333,4.22,0.5,av91091848,8.230459067567342
2023-03-03 22:42:58.230000+00:00,56.92,-158.059666666667,4.73,1.02,av91091853,9.232920643634081
2023-03-03 23:36:22.340000+00:00,56.9208333333333,-158.080833333333,4.62,1.02,av91091858,7.984539530201655
2023-03-04 01:12:41.750000+00:00,56.8536666666667,-158.225166666667,0.88,1.04,av91091863,5.888526633878343
2023-03-04 03:53:34.700000+00:00,56.9101666666667,-158.0545,1.69,0.44,av91091888,9.425014145529067
2023-03-04 06:49:14.251000+00:00,56.8727,-158.1499,0.7,1.7,ak0232wapzx4,5.153906247004681
2023-03-04 07:19:28.010000+00:00,56.8563333333333,-158.215,2.51,0.71,av91781896,5.52062843292957
2023-03-04 08:32:50.990000+00:00,56.8745,-158.188,2.8,0.5,av91091948,3.713093030969808
2023-03-04 08:41:54.930000+00:00,56.907,-158.071166666667,2.93,0.44,av91091953,8.39851272840777
2023-03-04 08:44:49.220000+00:00,56.9123333333333,-158.036833333333,2.63,0.27,av91091973,10.513650723649654
2023-03-04 08:45:22.300000+00:00,56.912,-158.068,3.84,0.27,av91091983,8.617505842681712
2023-03-04 10:58:12.433000+00:00,56.8936,-158.0909,0.1,2.0,ak0232wd5i9y,7.323605487934597
2023-03-04 11:28:06.870000+00:00,56.9135,-158.0425,2.93,0.07,av91092018,10.17925332403459
2023-03-04 12:00:46.820000+00:00,56.8681666666667,-158.201666666667,-2.73,0.19,av91092023,4.214540170542714
2023-03-04 12:12:31.540000+00:00,56.9061666666667,-158.041333333333,-1.7,0.59,av91092028,10.21522990708776
2023-03-04 12:15:24.480000+00:00,56.9246666666667,-158.067,6.01,0.18,av91092033,8.90077105802947
2023-03-04 16:19:05.451000+00:00,56.8788,-158.1632,0.0,1.3,ak0232wghvsm,4.102676251555426
2023-03-04 17:24:17.830000+00:00,56.8743333333333,-158.2,4.09,0.19,av91092093,3.54674082245701
2023-03-04 17:36:31.520000+00:00,56.9143333333333,-158.053166666667,3.32,0.6,av91092098,9.540604008345483
2023-03-04 19:16:27.910000+00:00,56.8741666666667,-158.188333333333,1.05,0.15,av91092108,3.741070998535414
2023-03-04 19:36:10.470000+00:00,56.9163333333333,-158.085833333333,4.93,0.37,av91782686,7.594087004629385
2023-03-04 19:44:23.420000+00:00,56.9098333333333,-158.069,3.41,0.1,av91092128,8.540947814161143
2023-03-04 19:53:14.505000+00:00,56.9089,-158.0971,2.2,1.9,ak0232wihhlk,6.826031916471003
2023-03-04 20:19:08.930000+00:00,56.908,-158.053666666667,-2.8,0.4,av91092158,9.466674839320092
2023-03-04 20:45:24.229000+00:00,56.8863,-158.1467,4.5,2.1,ak0232wj16pm,4.373777961874042
2023-03-04 21:28:05.790000+00:00,56.9226666666667,-158.029166666667,1.68,0.88,av91782846,11.113851582870124
2023-03-04 21:37:57.890000+00:00,56.8525,-158.164666666667,10.05,0.44,av91092193,6.521852492596326
2023-03-05 14:23:02.032000+00:00,56.8625,-158.1547,4.4,2.1,ak0232y2v7oj,5.848670816851292
