id,timestamp,type,prob,phase_amplitude,event_idx,prob_gamma,event_id,event_id_mapped
AV.DT1..BH,2021-01-02T02:17:52.800000,S,0.496,5.616266662400449e-06,3,0.005391756512218,20210102T000000_3,29
AV.DT1..BH,2021-01-02T02:46:43.000000,S,0.3,5.538842742680572e-06,4,0.005391756512218,20210102T000000_4,30
AV.DT1..BH,2021-01-02T05:44:42.640000,S,0.502,4.873213583778124e-06,9,0.0169894920083783,20210102T000000_9,35
AV.DTN..BH,2021-01-02T00:28:04.180000,P,0.918,5.6507533372496255e-06,2,0.0012838200239177,20210102T000000_2,27
AV.DTN..BH,2021-01-02T02:17:39.720000,P,0.877,5.514897566172294e-06,3,0.022842489220547,20210102T000000_3,29
AV.DTN..BH,2021-01-02T02:46:31.560000,P,0.491,7.5899083640251774e-06,4,0.022842489220547,20210102T000000_4,30
AV.DTN..BH,2021-01-02T05:44:22.180000,P,0.872,5.220058028498897e-06,8,0.0012838200239177,20210102T000000_8,34
AV.DTN..BH,2021-01-02T05:45:23.500000,P,0.582,4.658166290028021e-06,10,0.0169894920083783,20210102T000000_10,36
AV.DTN..BH,2021-01-02T00:28:16.600000,S,0.716,9.427695658814628e-06,1,0.005391756512218,20210102T000000_1,28
AV.DTN..BH,2021-01-02T02:17:53.420000,S,0.692,6.196190042828675e-06,3,0.0009572828986318,20210102T000000_3,29
AV.DTN..BH,2021-01-02T02:46:42.740000,S,0.565,8.174168215191457e-06,4,0.0009572828986318,20210102T000000_4,30
AV.DTN..BH,2021-01-02T05:44:43.060000,S,0.372,6.691501312161563e-06,9,0.0012838200239177,20210102T000000_9,35
AV.HAG..SH,2021-01-02T00:28:05.580000,P,0.921,1.1771154504458536e-06,1,0.022842489220547,20210102T000000_1,28
AV.HAG..SH,2021-01-02T02:17:38.700000,P,0.965,1.0694890306695015e-06,3,0.0040909047682839,20210102T000000_3,29
AV.HAG..SH,2021-01-02T02:46:28.820000,P,0.949,3.023907993338071e-06,4,0.0040909047682839,20210102T000000_4,30
AV.HAG..SH,2021-01-02T03:05:18.760000,P,0.816,1.6760263861215208e-06,5,0.0012838200239177,20210102T000000_5,31
AV.HAG..SH,2021-01-02T04:55:47.760000,P,0.898,1.1174281553394394e-06,7,0.0169894920083783,20210102T000000_7,33
AV.HAG..SH,2021-01-02T05:44:21.160000,P,0.931,3.233777533750981e-06,8,0.0033952157573678,20210102T000000_8,34
AV.HAG..SH,2021-01-02T05:45:22.620000,P,0.924,1.7224672319571257e-06,10,0.0012838200239177,20210102T000000_10,36
AV.HAG..SH,2021-01-02T05:52:11.020000,P,0.898,1.4466063475992996e-06,11,0.0169894920083783,20210102T000000_11,37
AV.HAG..SH,2021-01-02T00:28:19.800000,S,0.437,7.330898824875476e-06,2,0.0033952157573678,20210102T000000_2,27
AV.HAG..SH,2021-01-02T02:17:51.520000,S,0.799,3.6115363855060414e-06,3,0.0229253760389628,20210102T000000_3,29
AV.HAG..SH,2021-01-02T02:46:38.880000,S,0.648,3.023907993338071e-06,4,0.0229253760389628,20210102T000000_4,30
AV.HAG..SH,2021-01-02T05:44:41.920000,S,0.71,3.2865930279513123e-06,9,0.0033952157573678,20210102T000000_9,35
AV.HAG..SH,2021-01-02T05:52:31.840000,S,0.626,1.2337781072346845e-06,12,0.0169894920083783,20210102T000000_12,38
AV.PS1A..BH,2021-01-02T02:17:38.600000,P,0.404,1.0343394023948347e-05,3,0.0236785522978357,20210102T000000_3,29
AV.PS1A..BH,2021-01-02T02:46:28.140000,P,0.836,1.0651066077116411e-05,4,0.0236785522978357,20210102T000000_4,30
AV.PS1A..BH,2021-01-02T02:46:38.060000,S,0.501,1.0565521733951757e-05,4,0.0010008235430641,20210102T000000_4,30
AV.PS4A..BH,2021-01-02T00:28:05.800000,P,0.833,6.347044745780295e-06,1,0.0009572828986318,20210102T000000_1,28
AV.PS4A..BH,2021-01-02T02:17:38.540000,P,0.952,5.495446202985477e-06,3,0.0010008235430641,20210102T000000_3,29
AV.PS4A..BH,2021-01-02T02:46:28.500000,P,0.963,9.594463335815815e-06,4,0.0020757273138881,20210102T000000_4,30
AV.PS4A..BH,2021-01-02T03:05:18.300000,P,0.585,1.0090524483530317e-05,5,0.0033952157573678,20210102T000000_5,31
AV.PS4A..BH,2021-01-02T04:55:47.600000,P,0.37,6.551700153067941e-06,7,0.0012838200239177,20210102T000000_7,33
AV.PS4A..BH,2021-01-02T05:44:20.920000,P,0.43,6.883683454361744e-06,8,0.005391756512218,20210102T000000_8,34
AV.PS4A..BH,2021-01-02T05:52:11.180000,P,0.572,6.109686637501e-06,11,0.0012838200239177,20210102T000000_11,37
AV.PS4A..BH,2021-01-02T00:28:19.540000,S,0.838,1.2661626897170208e-05,2,0.005391756512218,20210102T000000_2,27
AV.PS4A..BH,2021-01-02T02:17:51.060000,S,0.78,9.402156138094142e-06,3,0.0020757273138881,20210102T000000_3,29
AV.PS4A..BH,2021-01-02T02:46:38.660000,S,0.769,9.594463335815815e-06,4,0.0054327898106962,20210102T000000_4,30
AV.PV6A..SH,2021-01-02T00:28:09.640000,P,0.661,5.741443942497426e-07,2,0.022842489220547,20210102T000000_2,27
AV.PV6A..SH,2021-01-02T02:17:41.600000,P,0.58,6.263562681851909e-07,3,0.0054327898106962,20210102T000000_3,29
AV.PV6A..SH,2021-01-02T02:46:29.220000,P,0.971,1.246836177415389e-06,4,0.0005946498884989,20210102T000000_4,30
AV.PV6A..SH,2021-01-02T03:05:19.200000,P,0.333,2.281290392147639e-07,5,0.005391756512218,20210102T000000_5,31
AV.PV6A..SH,2021-01-02T04:55:50.380000,P,0.928,7.033212341411854e-07,7,0.0033952157573678,20210102T000000_7,33
AV.PV6A..SH,2021-01-02T05:44:23.740000,P,0.88,1.0533918839428225e-06,8,0.022842489220547,20210102T000000_8,34
AV.PV6A..SH,2021-01-02T05:45:25.200000,P,0.808,1.0273695352225332e-06,10,0.0033952157573678,20210102T000000_10,36
AV.PV6A..SH,2021-01-02T05:52:13.860000,P,0.914,6.328111226139299e-07,11,0.0033952157573678,20210102T000000_11,37
AV.PV6A..SH,2021-01-02T02:17:55.600000,S,0.867,1.2940464557686937e-06,3,0.0005946498884989,20210102T000000_3,29
AV.PV6A..SH,2021-01-02T02:46:40.160000,S,0.858,1.246836177415389e-06,4,0.0008861776778813,20210102T000000_4,30
AV.PV6A..SH,2021-01-02T03:05:52.040000,S,0.42,1.5309817626985025e-06,6,0.0033952157573678,20210102T000000_6,32
AV.PV6A..SH,2021-01-02T05:44:46.360000,S,0.496,1.4702364978802509e-06,9,0.005391756512218,20210102T000000_9,35
AV.PV6A..SH,2021-01-02T05:52:36.700000,S,0.619,7.277205327227421e-07,12,0.0012838200239177,20210102T000000_12,38
AV.PVV..SH,2021-01-02T00:28:05.900000,P,0.963,9.259580906473276e-07,1,0.0040909047682839,20210102T000000_1,28
AV.PVV..SH,2021-01-02T02:17:38.300000,P,0.964,7.292136388059589e-07,3,0.0008861776778813,20210102T000000_3,29
AV.PVV..SH,2021-01-02T02:46:28.140000,P,0.982,1.4320518175736652e-06,4,0.0057832853196932,20210102T000000_4,30
AV.PVV..SH,2021-01-02T03:05:17.040000,P,0.928,9.690054412203608e-07,5,0.022842489220547,20210102T000000_5,31
AV.PVV..SH,2021-01-02T04:55:47.080000,P,0.955,6.084537744754925e-07,7,0.005391756512218,20210102T000000_7,33
AV.PVV..SH,2021-01-02T05:44:20.680000,P,0.937,1.0982316780427936e-06,8,0.0009572828986318,20210102T000000_8,34
AV.PVV..SH,2021-01-02T05:45:22.000000,P,0.959,6.117952580098063e-07,10,0.005391756512218,20210102T000000_10,36
AV.PVV..SH,2021-01-02T05:52:10.600000,P,0.958,3.951332416818332e-07,11,0.005391756512218,20210102T000000_11,37
AV.PVV..SH,2021-01-02T00:28:19.860000,S,0.788,4.490526862355182e-06,2,0.0009572828986318,20210102T000000_2,27
AV.PVV..SH,2021-01-02T02:17:50.960000,S,0.755,1.4238767107599417e-06,3,0.0057832853196932,20210102T000000_3,29
AV.PVV..SH,2021-01-02T02:46:37.760000,S,0.78,1.4320518175736652e-06,4,0.029551717287672,20210102T000000_4,30
AV.PVV..SH,2021-01-02T03:05:46.220000,S,0.342,1.1718640280378168e-06,6,0.005391756512218,20210102T000000_6,32
AV.PVV..SH,2021-01-02T05:44:40.980000,S,0.718,1.0387473139417125e-06,9,0.022842489220547,20210102T000000_9,35
AV.PVV..SH,2021-01-02T05:52:30.620000,S,0.517,4.3359420942579163e-07,12,0.0033952157573678,20210102T000000_12,38
AV.DEER..BH,2021-01-02T11:51:58.920000,P,0.84,6.88569207341061e-06,5,0.0084812560996282,20210102T080000_5,43
AV.DEER..BH,2021-01-02T12:12:41.560000,P,0.773,5.551958565774839e-06,8,0.0084812560996282,20210102T080000_8,46
AV.DEER..BH,2021-01-02T14:13:40.500000,P,0.929,7.104083579179132e-06,13,0.0084812560996282,20210102T080000_13,51
AV.DEER..BH,2021-01-02T11:52:09.780000,S,0.888,6.88569207341061e-06,6,0.0084812560996282,20210102T080000_6,44
AV.DEER..BH,2021-01-02T11:54:02.860000,S,0.563,4.802715920959599e-06,7,0.0084812560996282,20210102T080000_7,45
AV.DEER..BH,2021-01-02T12:12:52.460000,S,0.879,6.0643224060186185e-06,9,0.0084812560996282,20210102T080000_9,47
AV.DOL..BH,2021-01-02T10:53:29.740000,P,0.828,7.156519586715149e-06,2,0.0084812560996282,20210102T080000_2,40
AV.DOL..BH,2021-01-02T11:16:59.240000,P,0.325,6.254012987483293e-06,4,0.0084812560996282,20210102T080000_4,42
AV.DOL..BH,2021-01-02T11:51:58.780000,P,0.962,1.1677087968564592e-05,5,0.0022166824885157,20210102T080000_5,43
AV.DOL..BH,2021-01-02T12:12:41.400000,P,0.331,4.534418621915393e-06,8,0.0022166824885157,20210102T080000_8,46
AV.DOL..BH,2021-01-02T13:54:23.720000,P,0.742,5.531421720661456e-06,11,0.0084812560996282,20210102T080000_11,49
AV.DOL..BH,2021-01-02T10:53:47.660000,S,0.746,1.464469914935762e-05,3,0.0084812560996282,20210102T080000_3,41
AV.DOL..BH,2021-01-02T11:52:09.620000,S,0.808,1.1677087968564592e-05,6,0.0022166824885157,20210102T080000_6,44
AV.DOL..BH,2021-01-02T12:12:52.260000,S,0.816,5.219309059611987e-06,9,0.0022166824885157,20210102T080000_9,47
AV.DOL..BH,2021-01-02T12:36:07.400000,S,0.484,5.31390060132253e-06,10,0.0084812560996282,20210102T080000_10,48
AV.DOL..BH,2021-01-02T13:54:41.480000,S,0.391,5.923354819969973e-06,12,0.0084812560996282,20210102T080000_12,50
AV.DT1..BH,2021-01-02T10:53:32.460000,P,0.781,7.599568562000059e-06,2,0.0022166824885157,20210102T080000_2,40
AV.DT1..BH,2021-01-02T11:51:59.940000,P,0.937,3.435827466091723e-06,5,0.0016294357633718,20210102T080000_5,43
AV.DT1..BH,2021-01-02T11:53:51.960000,P,0.882,4.768308826896828e-06,7,0.0022166824885157,20210102T080000_7,45
AV.DT1..BH,2021-01-02T12:12:42.600000,P,0.456,3.970322268287418e-06,8,0.0016294357633718,20210102T080000_8,46
AV.DT1..BH,2021-01-02T14:13:41.660000,P,0.95,4.199060640530661e-06,13,0.0022166824885157,20210102T080000_13,51
AV.DT1..BH,2021-01-02T10:53:52.340000,S,0.727,6.321470209513791e-06,3,0.0022166824885157,20210102T080000_3,41
AV.DT1..BH,2021-01-02T11:52:11.920000,S,0.886,5.439224878500681e-06,6,0.0016294357633718,20210102T080000_6,44
AV.DT1..BH,2021-01-02T11:54:03.580000,S,0.633,4.768308826896828e-06,7,0.0016294357633718,20210102T080000_7,45
AV.DT1..BH,2021-01-02T12:12:54.680000,S,0.67,4.998321401217254e-06,9,0.0016294357633718,20210102T080000_9,47
AV.DTN..BH,2021-01-02T10:53:32.820000,P,0.931,7.727060619799886e-06,2,0.0016294357633718,20210102T080000_2,40
AV.DTN..BH,2021-01-02T11:52:00.700000,P,0.838,6.173789188324008e-06,5,0.0067627146115318,20210102T080000_5,43
AV.DTN..BH,2021-01-02T11:53:52.360000,P,0.461,6.172766916279215e-06,7,0.0067627146115318,20210102T080000_7,45
AV.DTN..BH,2021-01-02T14:13:42.320000,P,0.895,5.169480573385954e-06,13,0.0016294357633718,20210102T080000_13,51
AV.DTN..BH,2021-01-02T10:53:53.040000,S,0.567,9.552887604513671e-06,3,0.0016294357633718,20210102T080000_3,41
AV.DTN..BH,2021-01-02T11:52:13.060000,S,0.841,6.279928129515611e-06,6,0.0067627146115318,20210102T080000_6,44
AV.DTN..BH,2021-01-02T11:54:04.300000,S,0.697,5.086411420052173e-06,7,0.0028871227321072,20210102T080000_7,45
AV.HAG..SH,2021-01-02T10:53:32.040000,P,0.97,5.542305643757572e-06,2,0.0067627146115318,20210102T080000_2,40
AV.HAG..SH,2021-01-02T11:17:00.460000,P,0.8,3.683520901631709e-07,4,0.0022166824885157,20210102T080000_4,42
AV.HAG..SH,2021-01-02T11:52:02.200000,P,0.883,6.958281346669537e-07,5,0.0028871227321072,20210102T080000_5,43
AV.HAG..SH,2021-01-02T11:53:52.040000,P,0.771,5.86609246511216e-07,7,0.0037270183042783,20210102T080000_7,45
AV.HAG..SH,2021-01-02T12:35:59.740000,P,0.423,2.291887284400218e-07,10,0.0022166824885157,20210102T080000_10,48
AV.HAG..SH,2021-01-02T13:54:25.760000,P,0.958,4.199024203899171e-07,11,0.0022166824885157,20210102T080000_11,49
AV.HAG..SH,2021-01-02T14:13:44.200000,P,0.919,7.271248136930808e-07,13,0.0067627146115318,20210102T080000_13,51
AV.HAG..SH,2021-01-02T11:17:09.260000,S,0.506,3.683520901631709e-07,4,0.0016294357633718,20210102T080000_4,42
AV.HAG..SH,2021-01-02T11:52:15.960000,S,0.519,3.731594460987253e-06,6,0.0028871227321072,20210102T080000_6,44
AV.HAG..SH,2021-01-02T11:54:03.500000,S,0.859,6.580967806257831e-07,7,0.0010642679267971,20210102T080000_7,45
AV.HAG..SH,2021-01-02T12:12:58.700000,S,0.78,1.1484396509331418e-06,9,0.0067627146115318,20210102T080000_9,47
AV.HAG..SH,2021-01-02T12:36:11.580000,S,0.819,4.39858638401347e-07,10,0.0016294357633718,20210102T080000_10,48
AV.HAG..SH,2021-01-02T13:54:45.720000,S,0.599,7.350569717345934e-07,12,0.0022166824885157,20210102T080000_12,50
AV.PN7A..BH,2021-01-02T10:53:35.260000,P,0.301,1.1981088391621595e-05,2,0.0028871227321072,20210102T080000_2,40
AV.PS1A..BH,2021-01-02T10:53:32.060000,P,0.7,9.74748490989441e-06,2,0.0037270183042783,20210102T080000_2,40
AV.PS1A..BH,2021-01-02T10:53:52.760000,S,0.316,1.4534422916767651e-05,3,0.0067627146115318,20210102T080000_3,41
AV.PS1A..BH,2021-01-02T11:52:18.120000,S,0.332,8.495931069774088e-06,6,0.0037270183042783,20210102T080000_6,44
AV.PS4A..BH,2021-01-02T09:15:13.640000,P,0.306,6.270969151955796e-06,1,0.0084812560996282,20210102T080000_1,39
AV.PS4A..BH,2021-01-02T10:53:32.100000,P,0.91,1.1370828360668384e-05,2,0.0010642679267971,20210102T080000_2,40
AV.PS4A..BH,2021-01-02T11:52:02.440000,P,0.738,1.0900954293902032e-05,5,0.0037270183042783,20210102T080000_5,43
AV.PS4A..BH,2021-01-02T14:13:44.460000,P,0.569,6.531786766572623e-06,13,0.0028871227321072,20210102T080000_13,51
AV.PS4A..BH,2021-01-02T10:53:53.660000,S,0.51,1.859070835052989e-05,3,0.0028871227321072,20210102T080000_3,41
AV.PS4A..BH,2021-01-02T11:52:15.920000,S,0.809,9.544138265482616e-06,6,0.0010642679267971,20210102T080000_6,44
AV.PS4A..BH,2021-01-02T12:12:58.700000,S,0.353,6.548506462422665e-06,9,0.0028871227321072,20210102T080000_9,47
AV.PV6A..SH,2021-01-02T09:15:16.160000,P,0.625,6.539679588968283e-07,1,0.0022166824885157,20210102T080000_1,39
AV.PV6A..SH,2021-01-02T10:53:34.500000,P,0.967,3.275288690929301e-06,2,0.016629330905402,20210102T080000_2,40
AV.PV6A..SH,2021-01-02T11:52:06.120000,P,0.745,6.21233880337968e-07,5,0.0010642679267971,20210102T080000_5,43
AV.PV6A..SH,2021-01-02T11:53:53.900000,P,0.307,2.750129795003886e-07,7,0.016629330905402,20210102T080000_7,45
AV.PV6A..SH,2021-01-02T13:54:28.120000,P,0.831,5.985291977594898e-07,11,0.0016294357633718,20210102T080000_11,49
AV.PV6A..SH,2021-01-02T14:13:47.820000,P,0.681,4.2656571963561873e-07,13,0.0037270183042783,20210102T080000_13,51
AV.PV6A..SH,2021-01-02T10:53:56.600000,S,0.529,3.843898866762174e-06,3,0.0037270183042783,20210102T080000_3,41
AV.PV6A..SH,2021-01-02T11:52:21.880000,S,0.943,2.2940419057704275e-06,6,0.016629330905402,20210102T080000_6,44
AV.PV6A..SH,2021-01-02T11:54:07.520000,S,0.57,4.289100559162762e-07,7,0.0006164603256302,20210102T080000_7,45
AV.PV6A..SH,2021-01-02T12:13:04.520000,S,0.906,8.124997634695319e-07,9,0.0037270183042783,20210102T080000_9,47
AV.PV6A..SH,2021-01-02T12:36:15.180000,S,0.454,3.220431210593233e-07,10,0.0067627146115318,20210102T080000_10,48
AV.PV6A..SH,2021-01-02T13:54:48.860000,S,0.642,4.552128416435153e-07,12,0.0016294357633718,20210102T080000_12,50
AV.PVV..SH,2021-01-02T09:15:14.160000,P,0.867,2.3633167245407094e-07,1,0.0016294357633718,20210102T080000_1,39
AV.PVV..SH,2021-01-02T10:53:31.540000,P,0.972,2.9751734018645948e-06,2,0.0006164603256302,20210102T080000_2,40
AV.PVV..SH,2021-01-02T11:16:59.480000,P,0.787,2.55211631383645e-07,4,0.0067627146115318,20210102T080000_4,42
AV.PVV..SH,2021-01-02T11:52:02.260000,P,0.923,5.091460479889065e-07,5,0.016629330905402,20210102T080000_5,43
AV.PVV..SH,2021-01-02T12:12:44.960000,P,0.833,2.0411610535120417e-07,8,0.0067627146115318,20210102T080000_8,46
AV.PVV..SH,2021-01-02T13:54:24.820000,P,0.965,3.237637997699494e-07,11,0.0067627146115318,20210102T080000_11,49
AV.PVV..SH,2021-01-02T09:15:17.600000,S,0.515,2.3633167245407094e-07,1,0.0067627146115318,20210102T080000_1,39
AV.PVV..SH,2021-01-02T10:53:52.240000,S,0.46,2.088515657305834e-06,3,0.0010642679267971,20210102T080000_3,41
AV.PVV..SH,2021-01-02T11:17:06.160000,S,0.332,3.497657417028677e-07,4,0.0028871227321072,20210102T080000_4,42
AV.PVV..SH,2021-01-02T11:52:16.180000,S,0.726,2.4494036097166827e-06,6,0.0006164603256302,20210102T080000_6,44
AV.PVV..SH,2021-01-02T11:54:03.500000,S,0.626,2.927276625541708e-07,7,0.0101359914192966,20210102T080000_7,45
AV.PVV..SH,2021-01-02T12:12:59.000000,S,0.86,8.757635896472493e-07,9,0.0010642679267971,20210102T080000_9,47
AV.PVV..SH,2021-01-02T13:54:44.240000,S,0.75,2.451418197324529e-07,12,0.0067627146115318,20210102T080000_12,50
AV.PVV..SH,2021-01-02T14:13:58.620000,S,0.722,9.130255875788862e-07,13,0.0010642679267971,20210102T080000_13,51
AV.S12K..BH,2021-01-02T10:53:36.600000,P,0.884,5.635625711875036e-06,2,0.0101359914192966,20210102T080000_2,40
AV.S12K..BH,2021-01-02T11:52:28.020000,S,0.376,9.750189747137483e-06,6,0.0101359914192966,20210102T080000_6,44
AV.DEER..BH,2021-01-02T16:24:58.860000,P,0.687,5.801115094072884e-06,1,0.0131527015126778,20210102T160000_1,52
AV.DEER..BH,2021-01-02T18:07:23.260000,P,0.906,4.860004537476925e-06,3,0.0131527015126778,20210102T160000_3,54
AV.DEER..BH,2021-01-02T19:13:38.380000,P,0.966,1.2260488801985048e-05,4,0.0131527015126778,20210102T160000_4,55
AV.DEER..BH,2021-01-02T21:34:08.680000,P,0.486,3.458333367234445e-06,11,0.0131527015126778,20210102T160000_11,62
AV.DEER..BH,2021-01-02T23:32:38.200000,P,0.672,5.115300155011937e-06,13,0.0131527015126778,20210102T160000_13,64
AV.DEER..BH,2021-01-02T16:25:20.440000,S,0.322,8.105979759420734e-06,2,0.0131527015126778,20210102T160000_2,53
AV.DEER..BH,2021-01-02T18:07:26.060000,S,0.794,5.23668541063671e-06,3,0.0290475675417336,20210102T160000_3,54
AV.DEER..BH,2021-01-02T19:13:47.280000,S,0.899,1.2260488801985048e-05,4,0.0290475675417336,20210102T160000_4,55
AV.DEER..BH,2021-01-02T23:32:59.200000,S,0.357,5.299048552842578e-06,14,0.0131527015126778,20210102T160000_14,65
AV.DOL..BH,2021-01-02T16:24:56.360000,P,0.78,6.618105089728488e-06,1,0.0290475675417336,20210102T160000_1,52
AV.DOL..BH,2021-01-02T18:07:22.180000,P,0.943,1.5297948266379535e-05,3,0.0091911368386439,20210102T160000_3,54
AV.DOL..BH,2021-01-02T20:27:11.900000,P,0.772,4.003244612249546e-06,5,0.0131527015126778,20210102T160000_5,56
AV.DOL..BH,2021-01-02T20:32:52.840000,P,0.832,4.495672328630462e-06,7,0.0131527015126778,20210102T160000_7,58
AV.DOL..BH,2021-01-02T21:15:31.020000,P,0.88,4.68901180283865e-06,9,0.0131527015126778,20210102T160000_9,60
AV.DOL..BH,2021-01-02T21:34:06.760000,P,0.852,5.584093742072582e-06,11,0.0290475675417336,20210102T160000_11,62
AV.DOL..BH,2021-01-02T23:32:36.420000,P,0.975,6.856962045276305e-06,13,0.0290475675417336,20210102T160000_13,64
AV.DOL..BH,2021-01-02T16:25:14.940000,S,0.514,2.3713304472039454e-05,2,0.0290475675417336,20210102T160000_2,53
AV.DOL..BH,2021-01-02T18:07:24.220000,S,0.872,1.5297948266379535e-05,3,0.0012974485694471,20210102T160000_3,54
AV.DOL..BH,2021-01-02T19:13:47.000000,S,0.908,2.0331714040366933e-05,4,0.0091911368386439,20210102T160000_4,55
AV.DOL..BH,2021-01-02T20:27:29.860000,S,0.693,6.0072343330830336e-06,6,0.0131527015126778,20210102T160000_6,57
AV.DOL..BH,2021-01-02T20:33:23.040000,S,0.524,1.0998927791661116e-05,8,0.0131527015126778,20210102T160000_8,59
AV.DOL..BH,2021-01-02T21:20:13.940000,S,0.629,2.907290536313667e-06,10,0.0131527015126778,20210102T160000_10,61
AV.DOL..BH,2021-01-02T21:34:24.740000,S,0.846,6.8349777393450495e-06,12,0.0131527015126778,20210102T160000_12,63
AV.DOL..BH,2021-01-02T23:32:55.220000,S,0.918,7.358708444371587e-06,14,0.0290475675417336,20210102T160000_14,65
AV.DT1..BH,2021-01-02T18:07:22.200000,P,0.965,1.0534530701988842e-05,3,0.0010436299409701,20210102T160000_3,54
AV.DT1..BH,2021-01-02T19:13:39.420000,P,0.953,1.199333019030746e-05,4,0.0012974485694471,20210102T160000_4,55
AV.DT1..BH,2021-01-02T20:32:56.300000,P,0.349,4.651481049222639e-06,7,0.0290475675417336,20210102T160000_7,58
AV.DT1..BH,2021-01-02T21:15:34.380000,P,0.672,3.2397972518083407e-06,9,0.0290475675417336,20210102T160000_9,60
AV.DT1..BH,2021-01-02T21:34:09.400000,P,0.397,3.6846729472017614e-06,11,0.0091911368386439,20210102T160000_11,62
AV.DT1..BH,2021-01-02T23:32:38.900000,P,0.961,4.448717845662031e-06,13,0.0091911368386439,20210102T160000_13,64
AV.DT1..BH,2021-01-02T18:07:24.800000,S,0.55,3.495102646411397e-06,3,0.0034985340212989,20210102T160000_3,54
AV.DT1..BH,2021-01-02T19:13:49.260000,S,0.91,1.199333019030746e-05,4,0.0010436299409701,20210102T160000_4,55
AV.DT1..BH,2021-01-02T21:34:29.540000,S,0.772,3.770428293137229e-06,12,0.0290475675417336,20210102T160000_12,63
AV.DT1..BH,2021-01-02T23:32:59.700000,S,0.746,3.7823417642357526e-06,14,0.0091911368386439,20210102T160000_14,65
AV.DTN..BH,2021-01-02T16:24:59.660000,P,0.525,7.39825645723613e-06,1,0.0091911368386439,20210102T160000_1,52
AV.DTN..BH,2021-01-02T18:07:22.460000,P,0.969,7.342949174926616e-06,3,0.0165986481268834,20210102T160000_3,54
AV.DTN..BH,2021-01-02T19:13:40.060000,P,0.782,5.793128821096616e-06,4,0.0034985340212989,20210102T160000_4,55
AV.DTN..BH,2021-01-02T20:32:56.780000,P,0.746,5.682207756763091e-06,7,0.0091911368386439,20210102T160000_7,58
AV.DTN..BH,2021-01-02T21:15:34.520000,P,0.625,4.538033408607589e-06,9,0.0091911368386439,20210102T160000_9,60
AV.DTN..BH,2021-01-02T21:34:09.720000,P,0.472,4.985404302715324e-06,11,0.0012974485694471,20210102T160000_11,62
AV.DTN..BH,2021-01-02T23:32:39.320000,P,0.954,4.430466105986852e-06,13,0.0012974485694471,20210102T160000_13,64
AV.DTN..BH,2021-01-02T18:07:24.740000,S,0.901,7.342949174926616e-06,3,0.0164914171973676,20210102T160000_3,54
AV.DTN..BH,2021-01-02T19:13:50.260000,S,0.867,7.434723556798417e-06,4,0.0165986481268834,20210102T160000_4,55
AV.DTN..BH,2021-01-02T21:34:30.540000,S,0.335,5.256139047560282e-06,12,0.0091911368386439,20210102T160000_12,63
AV.DTN..BH,2021-01-02T23:33:00.340000,S,0.692,4.895079200650798e-06,14,0.0012974485694471,20210102T160000_14,65
AV.HAG..SH,2021-01-02T16:24:58.640000,P,0.971,4.937172434438253e-06,1,0.0012974485694471,20210102T160000_1,52
AV.HAG..SH,2021-01-02T18:07:24.940000,P,0.978,1.7972781733988086e-06,3,0.0003574276791333,20210102T160000_3,54
AV.HAG..SH,2021-01-02T19:13:41.400000,P,0.89,9.551192306389568e-06,4,0.0164914171973676,20210102T160000_4,55
AV.HAG..SH,2021-01-02T20:27:14.020000,P,0.938,1.29963621020579e-06,5,0.0290475675417336,20210102T160000_5,56
